sents,targets,Logistic Regression,Linear SVM,Neural Net
одновременно_ADVB отрубить_INFN голов_NOUN еропкина_NOUN хрущев_NOUN соймоновый_ADJS суд_NOUN эйхлера_NOUN бить_VERB кнут_NOUN сослать_VERB каторжный_ADJF работа_NOUN сибирь_NOUN отрубить_INFN+голов_NOUN отрубить_INFN+голов_NOUN отрубить_INFN+голов_NOUN,0,0,1,0
король_NOUN консервативный_ADJF дворянство_NOUN весь_ADJF равно_CONJ ничто_NPRO понять_VERB гражданский_ADJF война_NOUN 1648_NUMR год_NOUN парламент_NOUN арестовать_VERB король_NOUN судить_VERB приговорить_VERB смерть_NOUN 30_NUMR январь_NOUN 1649_NUMR год_NOUN король_NOUN карл_NOUN отрубить_INFN голова_NOUN городской_ADJF площадь_NOUN самый_ADJF обычный_ADJF преступник_NOUN весь_ADJF+равно_CONJ отрубить_INFN+голова_NOUN весь_ADJF+равно_CONJ отрубить_INFN+голова_NOUN весь_ADJF+равно_CONJ отрубить_INFN+голова_NOUN,0,1,1,1
отрывок_NOUN сказка_NOUN самый_ADJF маленькая_NOUN белоснежок_NOUN простой_COMP запоминать_INFN гномик_NOUN отрубить_INFN лишний_ADJF,0,1,1,1
господин_NOUN грубо_ADVB взять_VERB бедняк_NOUN повелеть_VERB шиворот_NOUN темница_NOUN следующий_ADJF утро_NOUN палач_NOUN отрубить_INFN голова_NOUN отрубить_INFN+голова_NOUN отрубить_INFN+голова_NOUN отрубить_INFN+голова_NOUN,0,1,1,1
ещё_PRCL оперативник_NOUN очередь_NOUN выпустить_PRTF импульсный_ADJF огнемёт_NOUN отрубить_INFN оба_NUMR нога_NOUN упасть_VERB горячий_ADJF асфальт_NOUN вопить_GRND боль_NOUN,0,0,0,0
затем_ADVB 4_NUMR июль_NOUN исламский_ADJF экстремист_NOUN напасть_VERB джозеф_NOUN улица_NOUN отрубить_INFN рука_NOUN отрубить_INFN+рука_NOUN отрубить_INFN+рука_NOUN отрубить_INFN+рука_NOUN,0,0,0,0
мученик_NOUN евгений_NOUN вырвать_VERB язык_NOUN отрубить_INFN рука_NOUN нога_NOUN отсечь_VERB голова_NOUN меч_NOUN отрубить_INFN+рука_NOUN отрубить_INFN+рука_NOUN отрубить_INFN+рука_NOUN,0,0,0,0
тор_NOUN отрубить_INFN голова_NOUN монстр_NOUN утонуть_VERB извергаться_PRTF нея_NOUN волна_NOUN яд_NOUN отрубить_INFN+голова_NOUN отрубить_INFN+голова_NOUN отрубить_INFN+голова_NOUN,0,0,0,0
голова_NOUN падло_NOUN отрубить_INFN,0,0,0,0
взять_GRND находиться_PRTF подле_ADVB всадник_NOUN копьё_NOUN пронзить_VERB имя_NOUN нападать_PRTF лишиться_VERB жизнь_NOUN всадник_NOUN обнажить_GRND меч_NOUN отрубить_INFN голова_NOUN меч_NOUN+отрубить_INFN меч_NOUN+отрубить_INFN меч_NOUN+отрубить_INFN,0,0,1,0
уверить_PRTS весь_ADJF читатель_NOUN смотреть_VERB фильм_NOUN терминатор_NOUN помнить_VERB главный_ADJF отрицательный_ADJF персонаж_NOUN отрастать_VERB рука_NOUN нога_NOUN кто-то_NPRO отрубить_INFN рука_NOUN+нога_NOUN рука_NOUN+нога_NOUN рука_NOUN+нога_NOUN,0,1,1,1
пленник_NOUN отрубить_INFN голова_NOUN отрубить_INFN+голова_NOUN отрубить_INFN+голова_NOUN отрубить_INFN+голова_NOUN,0,0,0,0
озверелый_ADJF гитлеровец_NOUN отрубить_INFN кисть_NOUN рука_NOUN отрубить_INFN+кисть_NOUN отрубить_INFN+кисть_NOUN отрубить_INFN+кисть_NOUN,0,0,1,0
прежде_ADVB расстрелять_INFN алик_NOUN отрубить_INFN кисть_NOUN рука_NOUN пожелать_PRTF лечить_INFN забыть_GRND снять_INFN дорогой_ADVB камуфляж_NOUN отрубить_INFN+кисть_NOUN отрубить_INFN+кисть_NOUN отрубить_INFN+кисть_NOUN,0,1,1,1
археолог_NOUN обнаружить_VERB пещера_NOUN обжечь_PRTF костя_NOUN животное_NOUN уголь_NOUN давно_ADVB погаснуть_PRTF костра_NOUN небольшой_ADJF запас_NOUN разноцветный_ADJF глина_NOUN художник_NOUN изготовлять_VERB свой_ADJF краска_NOUN ремесленный_ADJF поделка_NOUN отрубить_INFN оставить_VERB пещера_NOUN спустя_PREP столько_ADVB тысячелетие_NOUN найти_PRTS учёный_ADJF лампа_NOUN песчаник_NOUN выдолбить_PRTF углубление_NOUN вставляться_VERB клок_NOUN мох_NOUN заливаться_VERB жир_NOUN мох_NOUN служилый_ADJS фитиль_NOUN давать_VERB художник_NOUN немного_ADVB свет_NOUN,0,0,0,0
право_NOUN айболита_NOUN отрубить_INFN палец_NOUN вместо_PREP вылечить_INFN ноготь_NOUN отрубить_INFN+палец_NOUN отрубить_INFN+палец_NOUN отрубить_INFN+палец_NOUN,0,0,0,0
всякий_ADJF случай_NOUN голова_NOUN отрубить_INFN всякий_ADJF+случай_NOUN всякий_ADJF+случай_NOUN всякий_ADJF+случай_NOUN,0,1,1,1
отрубить_INFN голов_NOUN четыреста_NUMR пятьдесят_NUMR пророк_NOUN ваала_NOUN видеть_VERB ниспадать_PRTF огонь_NOUN горе_ADVB кармила_NOUN отрубить_INFN+голов_NOUN отрубить_INFN+голов_NOUN отрубить_INFN+голов_NOUN,0,0,1,0
вернуться_VERB увидеть_VERB вьетконговец_NOUN побывать_VERB отрубить_INFN весь_ADJF рука_NOUN след_NOUN прививка_NOUN,0,1,1,1
мученик_NOUN клавдий_NOUN отрубить_INFN рука_NOUN нога_NOUN отрубить_INFN+рука_NOUN отрубить_INFN+рука_NOUN отрубить_INFN+рука_NOUN,0,0,0,0
отрубить_INFN весь_ADJF илья_NOUN умереть_VERB змей_NOUN горын_NOUN,0,0,0,0
заметить_VERB кто-то_NPRO мертвяк_NOUN пойти_VERB сторона_NOUN возвращаться_PRTF пикинер_NOUN подбежать_GRND отрубить_INFN несчастный_ADJF нога_NOUN,0,0,1,0
избитый_ADJF измученный_ADJF дорога_NOUN молодая_NOUN кадет_NOUN едва_ADVB успеть_VERB открыть_INFN дверь_NOUN вход_NOUN вокзал_NOUN палач_NOUN шашка_NOUN отрубить_INFN голова_NOUN отрубить_INFN+голова_NOUN отрубить_INFN+голова_NOUN отрубить_INFN+голова_NOUN,0,1,1,1
наброситься_VERB станичный_ADJF атаман_NOUN начать_VERB наносить_INFN удар_NOUN штык_NOUN весь_ADJF тело_NOUN отрубить_INFN рука_NOUN нога_NOUN отрубить_INFN+рука_NOUN отрубить_INFN+рука_NOUN отрубить_INFN+рука_NOUN,0,0,0,0
говорить_VERB жена_NOUN полковник_NOUN зверски_ADVB истерзать_PRTS сначала_ADVB отрубить_INFN палец_NOUN затем_ADVB проколоть_VERB штык_NOUN живот_NOUN несмотря_PREP беременный_ADJS отрубить_INFN+палец_NOUN отрубить_INFN+палец_NOUN отрубить_INFN+палец_NOUN,0,0,1,0
взмахнуть_VERB меч_NOUN отрубить_INFN дракон_NOUN весь_ADJF голов_NOUN меч_NOUN+отрубить_INFN меч_NOUN+отрубить_INFN меч_NOUN+отрубить_INFN,0,0,0,0
момент_NOUN отрубить_INFN голова_NOUN ударить_VERB молния_NOUN сжечь_VERB отрубить_INFN+голова_NOUN отрубить_INFN+голова_NOUN отрубить_INFN+голова_NOUN,0,1,1,0
предугадать_VERB правильно_ADVB нигер_NOUN трястись_VERB рука_NOUN отрубить_INFN флава_NOUN голова_NOUN лишь_PRCL несколько_NUMR повторный_ADJF удар_NOUN 105_NUMR человек_NOUN видно_CONJ впрямь_ADVB сосредоточенно_ADVB думать_VERB свой_ADJF смерть_NOUN большой_COMP,0,1,1,1
приговор_NOUN изменить_INFN казнь_NOUN миновать_INFN однажды_ADVB прийти_PRTF послушать_INFN музыка_NOUN человек_NOUN ожидать_VERB лишь_PRCL тишина_NOUN палач_NOUN сделать_VERB свой_ADJF дело_NOUN отрубить_INFN рыцарь_NOUN голова_NOUN,0,1,1,1
пожалуй_PRCL ограбить_VERB отрубить_INFN палец_NOUN перстень_NOUN отнять_VERB рука_NOUN голова_NOUN живой_ADJS отрубить_INFN+палец_NOUN отрубить_INFN+палец_NOUN отрубить_INFN+палец_NOUN,0,0,1,0
свиягино_NOUN зверский_ADJF способ_NOUN замучить_PRTS партизан_NOUN свидетельство_NOUN очевидец_NOUN сперва_ADVB отрубить_INFN ухо_NOUN нос_NOUN рука_NOUN нога_NOUN живой_NOUN порубить_GRND кусок_NOUN отрубить_INFN+ухо_NOUN рука_NOUN+нога_NOUN отрубить_INFN+ухо_NOUN рука_NOUN+нога_NOUN отрубить_INFN+ухо_NOUN рука_NOUN+нога_NOUN,0,0,0,0
вышибить_VERB имя_NOUN зуб_NOUN отрубить_INFN язык_NOUN,0,1,1,1
выхватить_VERB аргелюс_NOUN меч_NOUN ножны_NOUN отрубить_INFN голова_NOUN неверный_ADJF слуга_NOUN отрубить_INFN+голова_NOUN отрубить_INFN+голова_NOUN отрубить_INFN+голова_NOUN,0,0,0,0
житие_NOUN сказать_PRTS ещё_PRCL свой_ADJF епископство_NOUN 305_NUMR год_NOUN отправить_PRTS рудник_NOUN подвергаться_VERB пытка_NOUN желать_VERB отречься_INFN христос_NOUN повредить_VERB правый_NOUN глаз_NOUN отрубить_INFN правый_ADJF рука_NOUN время_NOUN гонение_NOUN год_NOUN арестовать_PRTS вновь_ADVB правый_ADJF+рука_NOUN правый_ADJF+рука_NOUN правый_ADJF+рука_NOUN,0,0,1,0
жена_NOUN почему-то_ADVB посчитать_VERB брат_NOUN убить_VERB отрубить_INFN голова_NOUN отрубить_INFN+голова_NOUN отрубить_INFN+голова_NOUN отрубить_INFN+голова_NOUN,0,0,1,0
